221,ball,927,433,0.019591093063354492,0.03495359420776367
222,ball,1055,391,0.026164770126342773,0.04311800003051758
223,ball,1167,360,0.0263596773147583,0.042965829372406006
224,ball,1261,334,0.021643877029418945,0.03825223445892334
519,ball,1104,689,0.03067845106124878,0.04992663860321045
916,ball,1260,368,0.01912510395050049,0.03408357501029968
917,ball,1001,386,0.025702476501464844,0.044140636920928955
918,ball,958,418,0.025578796863555908,0.04465138912200928
919,ball,914,459,0.025427162647247314,0.0455816388130188
920,ball,870,497,0.025422513484954834,0.04673957824707031
922,ball,775,586,0.020670592784881592,0.03616398572921753
923,ball,731,658,0.02732861042022705,0.046618640422821045
924,ball,706,658,0.029624760150909424,0.05261194705963135
925,ball,674,638,0.025749027729034424,0.04499685764312744
926,ball,648,623,0.025381118059158325,0.042968571186065674
928,ball,594,598,0.025156080722808838,0.04251593351364136
929,ball,563,589,0.022791504859924316,0.042457401752471924
930,ball,533,588,0.023102283477783203,0.04342246055603027
931,ball,505,593,0.024388104677200317,0.044636547565460205
933,ball,444,618,0.02746415138244629,0.04292702674865723
934,ball,416,636,0.02725312113761902,0.046729445457458496
935,ball,389,628,0.027049154043197632,0.04302102327346802
936,ball,360,621,0.026163607835769653,0.0447503924369812
937,ball,332,617,0.02642381191253662,0.04373258352279663
938,ball,305,617,0.025022417306900024,0.04289191961288452
939,ball,274,619,0.025550708174705505,0.04106318950653076
940,ball,257,621,0.02516952157020569,0.042365968227386475
941,ball,259,609,0.022544175386428833,0.038644492626190186
942,ball,266,591,0.018428444862365723,0.034948110580444336
943,ball,274,577,0.01693694293498993,0.03432643413543701
944,ball,285,563,0.02059498429298401,0.036311209201812744
945,ball,297,541,0.0225335955619812,0.040179669857025146
946,ball,314,516,0.024185582995414734,0.03936922550201416
947,ball,340,484,0.02313894033432007,0.03901314735412598
948,ball,356,444,0.022872984409332275,0.03822636604309082
949,ball,360,404,0.021890074014663696,0.03785550594329834
950,ball,361,364,0.021630138158798218,0.03757527470588684
951,ball,361,330,0.02102828025817871,0.03662532567977905
958,ball,366,274,0.019740760326385498,0.03470766544342041
959,ball,364,267,0.023379892110824585,0.04297637939453125
960,ball,359,264,0.023536115884780884,0.044082820415496826
961,ball,358,255,0.025803744792938232,0.04517042636871338
962,ball,362,254,0.02593255043029785,0.04470321536064148
963,ball,373,253,0.025498926639556885,0.044318825006484985
964,ball,387,259,0.02488723397254944,0.042088836431503296
965,ball,409,264,0.024687141180038452,0.04279550909996033
966,ball,427,269,0.02429327368736267,0.04214391112327576
967,ball,453,277,0.024735450744628906,0.04414281249046326
968,ball,472,284,0.0244920551776886,0.0460069477558136
969,ball,495,294,0.023090213537216187,0.042761921882629395
970,ball,519,302,0.020428836345672607,0.03678867220878601
971,ball,542,306,0.01981133222579956,0.03569936752319336
972,ball,562,305,0.019927978515625,0.03506913781166077
973,ball,583,300,0.021068602800369263,0.036771416664123535
974,ball,603,297,0.021093755960464478,0.03711661696434021
975,ball,619,290,0.02092704176902771,0.03897672891616821
976,ball,632,288,0.021267175674438477,0.0396382212638855
977,ball,642,286,0.022001296281814575,0.04042273759841919
978,ball,645,284,0.022798538208007812,0.04273691773414612
979,ball,646,287,0.02195987105369568,0.040739208459854126
980,ball,645,292,0.02118709683418274,0.0387231707572937
981,ball,639,294,0.02045169472694397,0.036671578884124756
982,ball,631,289,0.020757585763931274,0.037745118141174316
983,ball,623,277,0.023009687662124634,0.0400504469871521
984,ball,616,255,0.025848984718322754,0.044808000326156616
985,ball,613,230,0.025308847427368164,0.04229286313056946
986,ball,612,198,0.02377942204475403,0.040572136640548706
987,ball,624,168,0.02448713779449463,0.03921365737915039
988,ball,645,136,0.025461047887802124,0.04232990741729736
989,ball,678,100,0.025260448455810547,0.04312032461166382
990,ball,712,68,0.026071667671203613,0.046402402222156525
991,ball,741,36,0.026143312454223633,0.04788530617952347
992,ball,744,22,0.02526766061782837,0.04391749948263168
993,ball,730,46,0.023665964603424072,0.04246285930275917
994,ball,706,103,0.019567549228668213,0.031645387411117554
995,ball,743,106,0.023129820823669434,0.038445666432380676
1186,ball,1267,84,0.01478719711303711,0.02672954648733139
1187,ball,1268,84,0.014954566955566406,0.02661595493555069
1188,ball,1268,84,0.014367103576660156,0.02624344825744629
1189,ball,1268,85,0.014612734317779541,0.026872023940086365
1190,ball,1268,86,0.014777779579162598,0.027287408709526062
1191,ball,1267,85,0.014919102191925049,0.027468986809253693
1192,ball,1267,87,0.015101611614227295,0.02805674821138382
1193,ball,1266,89,0.015849411487579346,0.029117092490196228
1194,ball,1267,91,0.015376925468444824,0.02846638858318329
1195,ball,1267,93,0.015369176864624023,0.02885286509990692
1196,ball,1267,94,0.015480518341064453,0.029011033475399017
1197,ball,1266,94,0.015691041946411133,0.02901017665863037
1198,ball,1265,93,0.015827953815460205,0.029050655663013458
1199,ball,1265,92,0.015770912170410156,0.028612248599529266
1200,ball,1263,94,0.016118228435516357,0.029119305312633514
1201,ball,1263,95,0.016269803047180176,0.02938033640384674
1202,ball,1264,92,0.0158236026763916,0.02817349135875702
1225,ball,1258,360,0.020141541957855225,0.03567010164260864
1226,ball,902,370,0.029538512229919434,0.04890117049217224
1227,ball,560,375,0.029204994440078735,0.054778993129730225
1228,ball,410,282,0.028182029724121094,0.04811525344848633
1229,ball,271,193,0.02573893964290619,0.04355798661708832
1230,ball,136,116,0.026965811848640442,0.04402688145637512
1231,ball,13,41,0.016658883541822433,0.03051748126745224
1240,ball,1149,66,0.01777738332748413,0.026095591485500336
1241,ball,1140,66,0.018333375453948975,0.028179921209812164
1242,ball,1129,65,0.018184542655944824,0.029007449746131897
1243,ball,1119,64,0.017299175262451172,0.027943730354309082
1244,ball,1109,65,0.016605138778686523,0.027696721255779266
1245,ball,1106,67,0.014651477336883545,0.02784588932991028
1256,ball,1008,89,0.017223060131072998,0.028401918709278107
1257,ball,1004,93,0.01735144853591919,0.028385885059833527
1258,ball,996,98,0.016552090644836426,0.027156077325344086
1262,ball,13,34,0.017592472955584526,0.03243431821465492
1263,ball,52,94,0.028285374864935875,0.048505090177059174
1263,ball,954,142,0.016849994659423828,0.027658581733703613
1264,ball,88,157,0.02650495246052742,0.04371167719364166
1265,ball,123,220,0.025668419897556305,0.045082032680511475
1266,ball,158,285,0.023686803877353668,0.04223233461380005
1279,ball,423,478,0.019846439361572266,0.03347378969192505
1280,ball,434,493,0.021480083465576172,0.037461698055267334
1281,ball,446,500,0.023612648248672485,0.04124951362609863
1282,ball,462,499,0.025285542011260986,0.04279911518096924
1283,ball,479,501,0.024653464555740356,0.040915608406066895
1285,ball,516,515,0.025300920009613037,0.04324328899383545
1286,ball,531,515,0.025119632482528687,0.04252225160598755
1287,ball,549,516,0.02562248706817627,0.04387766122817993
1288,ball,566,520,0.024274736642837524,0.04224741458892822
1289,ball,576,517,0.02271851897239685,0.04042232036590576
1365,ball,583,160,0.0162009596824646,0.026435136795043945
1366,ball,581,160,0.016565680503845215,0.026288792490959167
1367,ball,581,161,0.016598761081695557,0.026256978511810303
1368,ball,579,159,0.015996426343917847,0.025654852390289307
1369,ball,580,160,0.016125589609146118,0.025752589106559753
1370,ball,580,160,0.015927881002426147,0.026326894760131836
1371,ball,579,159,0.016911417245864868,0.026537448167800903
1372,ball,580,158,0.01681765913963318,0.0263909250497818
1373,ball,580,159,0.01666519045829773,0.026491597294807434
1374,ball,580,160,0.016308635473251343,0.026447534561157227
1375,ball,580,159,0.016308575868606567,0.027156338095664978
1376,ball,581,159,0.01621854305267334,0.026899024844169617
1377,ball,582,159,0.01643422245979309,0.027279973030090332
1378,ball,581,160,0.015971988439559937,0.02662906050682068
1379,ball,581,159,0.01585829257965088,0.026201754808425903
1384,ball,581,159,0.01627218723297119,0.027422264218330383
1385,ball,581,159,0.016276568174362183,0.02661198377609253
1386,ball,581,159,0.015525519847869873,0.02648027241230011
1387,ball,581,159,0.015425384044647217,0.026646018028259277
1388,ball,581,159,0.01578235626220703,0.027164429426193237
1389,ball,582,159,0.015756189823150635,0.02732744812965393
1389,ball,575,148,0.01666143536567688,0.02497759461402893
1390,ball,583,159,0.015751034021377563,0.027125298976898193
1390,ball,578,148,0.016032487154006958,0.02429446578025818
1391,ball,583,159,0.015714287757873535,0.026806756854057312
1391,ball,577,150,0.016284584999084473,0.024531185626983643
1392,ball,582,159,0.015623301267623901,0.026630893349647522
1392,ball,574,145,0.015963315963745117,0.024199917912483215
1393,ball,582,159,0.015865176916122437,0.026749446988105774
1393,ball,573,145,0.01635339856147766,0.024703070521354675
1394,ball,579,156,0.01619333028793335,0.02618943154811859
